company_id,fiscal_year,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,debt_to_equity,equity_ratio
TORNTPHARM,2018,85.0,4538,6462,3159,14243,7855,647,492,5249,14243,76.02352941176471,0.32458049568208946
TORNTPHARM,2019,85.0,4640,6038,3351,14113,7748,617,353,5395,14113,71.03529411764706,0.33479770424431377
TORNTPHARM,2020,85.0,4739,5784,3402,14010,7533,712,2,5763,14010,68.04705882352941,0.3443254817987152
TORNTPHARM,2021,85.0,5753,4874,3363,14075,7065,889,181,5940,14075,57.34117647058824,0.4147779751332149
TORNTPHARM,2022,85.0,5868,4070,2884,12906,6423,630,226,5628,12906,47.88235294117647,0.4612583294591663
TORNTPHARM,2023,169.0,6029,5369,3043,14610,8121,765,199,5524,14610,31.76923076923077,0.4242299794661191
TORNTPHARM,2024,169.0,6687,4022,3627,14505,8138,361,173,5834,14505,23.798816568047336,0.4726645984143399
TORNTPHARM,2024,169.0,7335,3128,4456,15088,7890,412,127,6659,15088,18.50887573964497,0.4973488865323436
TITAN,2013,89.0,1881,0,3914,5884,464,42,3,5375,5884,0.0,0.33480625424881033
TITAN,2014,89.0,2434,807,2781,6111,614,33,3,5461,6111,9.067415730337078,0.41286205203730975
TITAN,2015,89.0,2995,100,2684,5868,699,55,3,5111,5868,1.1235955056179776,0.5255623721881391
TITAN,2016,89.0,3418,113,2723,6342,771,107,30,5434,6342,1.2696629213483146,0.5529801324503312
TITAN,2017,89.0,4144,1882,2293,8408,1189,152,431,6636,8408,21.146067415730336,0.5034490960989534
TITAN,2018,89.0,5001,1691,2740,9521,1474,43,36,7968,9521,19.0,0.534607709274236
TITAN,2019,89.0,5981,2393,3247,11710,1567,32,108,10003,11710,26.8876404494382,0.5183603757472246
TITAN,2020,89.0,6580,3562,3313,13544,2633,18,158,10735,13544,40.02247191011236,0.4923951565268754
TITAN,2021,89.0,7408,5638,3309,16444,2523,32,2824,11065,16444,63.348314606741575,0.4559109705667721
TITAN,2022,89.0,9214,7275,4610,21188,2544,85,294,18265,21188,81.74157303370787,0.43906928450066074
TITAN,2023,89.0,11762,9367,5802,27020,2998,144,2515,21363,27020,105.24719101123596,0.43860103626943003
TITAN,2024,89.0,9304,15528,6626,31547,3709,97,2345,25396,31547,174.47191011235955,0.29774621992582495
TITAN,2024,89.0,9647,21648,7442,38826,3894,65,2535,32332,38826,243.23595505617976,0.25075980013393084
TECHM,2013,128.0,5298,1380,2178,8984,1245,34,4099,3607,8984,10.78125,0.6039626001780944
TECHM,2014,234.0,8948,363,6394,15940,2594,266,1472,11607,15940,1.5512820512820513,0.5760351317440402
TECHM,2015,480.0,11768,700,6899,19848,4033,568,2103,13145,19848,1.4583333333333333,0.6170898831116485
TECHM,2016,436.0,14155,1091,6843,22525,4309,629,1297,16289,22525,2.5022935779816513,0.6477691453940067
TECHM,2017,439.0,15998,1366,8254,26057,6460,373,2396,16828,26057,3.111617312072893,0.6308093794373872
TECHM,2018,442.0,18401,2397,9192,30431,7622,240,4841,17728,30431,5.423076923076923,0.6192041010811343
TECHM,2019,444.0,19841,1996,11166,33446,7061,276,7342,18766,33446,4.495495495495495,0.6065000298989416
TECHM,2020,436.0,21377,3670,11834,37318,8872,50,5848,22548,37318,8.417431192660551,0.5845168551369312
TECHM,2021,437.0,24428,2901,11836,39602,9018,118,10238,20228,39602,6.638443935926773,0.6278723296803191
TECHM,2022,439.0,26447,2618,14911,44416,14784,165,4884,24583,44416,5.9635535307517085,0.6053224063400576
TECHM,2023,440.0,27484,2740,15162,45827,14932,120,3388,27388,45827,6.2272727272727275,0.6093351081240317
TECHM,2024,441.0,26228,2537,13943,43149,13903,133,3238,25875,43149,5.752834467120182,0.6180676261327029
TECHM,2024,442.0,26004,2035,14346,42827,13818,11,2312,26686,42827,4.604072398190045,0.6175076470450884
TATACONSUM,2013,62.0,4748,1389,2595,8794,4434,91,578,3691,8794,22.403225806451612,0.5469638389811234
TATACONSUM,2014,62.0,5787,1438,2625,9911,5181,60,611,4060,9911,23.193548387096776,0.5901523559681162
TATACONSUM,2015,62.0,5431,1324,2641,9458,4922,47,622,3867,9458,21.35483870967742,0.580778177204483
TATACONSUM,2016,63.0,6184,1354,2294,9895,4662,39,1366,3828,9895,21.49206349206349,0.6313289540171804
TATACONSUM,2017,63.0,6202,787,2499,9551,4573,63,1451,3465,9551,12.492063492063492,0.65595225630824
TATACONSUM,2018,63.0,6968,1068,2362,10461,4798,135,1161,4366,10461,16.952380952380953,0.6721154765318803
TATACONSUM,2019,63.0,7269,1141,2408,10881,4913,424,1188,4355,10881,18.11111111111111,0.6738351254480287
TATACONSUM,2020,92.0,13723,1586,3072,18473,11656,95,1323,5399,18473,17.23913043478261,0.7478482109023981
TATACONSUM,2021,92.0,14442,1634,4050,20218,12023,113,806,7276,20218,17.76086956521739,0.7188643782767831
TATACONSUM,2022,92.0,15050,1412,4521,21075,12599,247,797,7431,21075,15.347826086956522,0.7184816132858838
TATACONSUM,2023,93.0,16184,1600,4886,22762,13070,295,1433,7965,22762,17.204301075268816,0.7150953343291451
TATACONSUM,2024,95.0,15962,3477,8345,27879,19358,190,871,7461,27879,36.6,0.5759532264428423
TATACONSUM,2024,99.0,19033,2955,8883,30970,21712,193,992,8074,30970,29.848484848484848,0.6177591217307071
TCS,2013,196.0,38350,332,13054,51932,9828,1895,1897,38312,51932,1.6938775510204083,0.7422398521143033
TCS,2014,196.0,48999,297,17337,66829,9544,3168,3434,50682,66829,1.5153061224489797,0.736132517320325
TCS,2015,196.0,50439,358,22325,73318,11638,2766,1662,57252,73318,1.8265306122448979,0.6906216754412287
TCS,2016,197.0,70875,245,16974,88291,11774,1670,22822,52025,88291,1.2436548223350254,0.8049744594579289
TCS,2017,197.0,86017,289,15830,102333,11701,1541,41980,47111,102333,1.467005076142132,0.8424848289408109
TCS,2018,191.0,84937,247,19751,105126,11973,1278,36008,55867,105126,1.293193717277487,0.8097711317847155
TCS,2019,375.0,89071,62,24393,113901,12290,963,29330,71318,113901,0.16533333333333333,0.7852960026689845
TCS,2020,375.0,83751,8174,27827,120127,20928,906,26356,71937,120127,21.797333333333334,0.7003088398111998
TCS,2021,370.0,86063,7795,35764,129992,21021,926,29373,78672,129992,21.06756756756757,0.6649101483168195
TCS,2022,366.0,88773,7818,43967,140924,21298,1205,30485,87936,140924,21.360655737704917,0.6325324288268854
TCS,2023,366.0,90058,7688,44747,142859,20515,1234,37163,83947,142859,21.005464480874316,0.6329597715229702
TCS,2024,362.0,90127,8021,46962,145472,19604,1564,31762,92542,145472,22.15745856353591,0.6220372305323362
TCS,2024,362.0,101133,9046,50583,161124,20729,1500,36081,102814,161124,24.988950276243095,0.6299185720314788
TATASTEEL,2013,971.0,33201,68529,44176,146876,68002,14277,3258,61340,146876,70.57569515962925,0.23265884147171764
TATASTEEL,2014,971.0,39561,81629,49443,171604,74907,26822,5093,64781,171604,84.0669412976313,0.23619496049043145
TATASTEEL,2015,971.0,30378,80701,47059,159109,68100,28678,3455,58876,159109,83.11122554067971,0.1970284521931506
TATASTEEL,2016,970.0,42762,81987,51165,176884,72200,35996,10714,57974,176884,84.52268041237113,0.24723547635738677
TATASTEEL,2017,970.0,36849,83014,51614,172447,92007,15784,12457,52200,172447,85.58144329896908,0.2193079612866562
TATASTEEL,2018,1145.0,59726,92147,55704,208722,96105,16614,17899,78103,208722,80.47772925764193,0.2916367225304472
TATASTEEL,2019,1145.0,67780,100816,63032,232773,124442,18641,5738,83952,232773,88.04890829694322,0.2961039295794615
TATASTEEL,2020,1145.0,72431,116328,59245,249149,134551,19497,6285,88816,249149,101.59650655021834,0.29530923262786524
TATASTEEL,2021,1198.0,73041,88501,81169,243909,135775,19007,10682,78445,243909,73.87395659432387,0.3043717124009364
TATASTEEL,2022,1221.0,113222,75561,92417,282422,133288,22046,13140,113948,282422,61.88452088452088,0.40521984831210034
TATASTEEL,2023,1221.0,101861,84893,97421,285396,146621,31213,8410,99151,285396,69.52743652743652,0.36118936495255716
TATASTEEL,2024,1247.0,90788,87082,90195,269312,148814,34356,6258,79885,269312,69.83319967923015,0.3417411775190114
TATASTEEL,2024,1247.0,88900,99392,91302,280841,149550,39051,6471,85769,280841,79.70489174017642,0.32098945666765183
TECHM,2013,128.0,5298,1380,2178,8984,1245,34,4099,3607,8984,10.78125,0.6039626001780944
TECHM,2014,234.0,8948,363,6394,15940,2594,266,1472,11607,15940,1.5512820512820513,0.5760351317440402
TECHM,2015,480.0,11768,700,6899,19848,4033,568,2103,13145,19848,1.4583333333333333,0.6170898831116485
TECHM,2016,436.0,14155,1091,6843,22525,4309,629,1297,16289,22525,2.5022935779816513,0.6477691453940067
TECHM,2017,439.0,15998,1366,8254,26057,6460,373,2396,16828,26057,3.111617312072893,0.6308093794373872
TECHM,2018,442.0,18401,2397,9192,30431,7622,240,4841,17728,30431,5.423076923076923,0.6192041010811343
TECHM,2019,444.0,19841,1996,11166,33446,7061,276,7342,18766,33446,4.495495495495495,0.6065000298989416
TECHM,2020,436.0,21377,3670,11834,37318,8872,50,5848,22548,37318,8.417431192660551,0.5845168551369312
TECHM,2021,437.0,24428,2901,11836,39602,9018,118,10238,20228,39602,6.638443935926773,0.6278723296803191
TECHM,2022,439.0,26447,2618,14911,44416,14784,165,4884,24583,44416,5.9635535307517085,0.6053224063400576
TECHM,2023,440.0,27484,2740,15162,45827,14932,120,3388,27388,45827,6.2272727272727275,0.6093351081240317
TECHM,2024,441.0,26228,2537,13943,43149,13903,133,3238,25875,43149,5.752834467120182,0.6180676261327029
TECHM,2024,442.0,26004,2035,14346,42827,13818,11,2312,26686,42827,4.604072398190045,0.6175076470450884
TATAPOWER,2013,237.0,12098,37882,17038,67257,41353,2358,3120,20426,67257,159.83966244725738,0.18340098428416374
TATAPOWER,2014,237.0,12164,40173,18810,71383,43394,3389,3019,21582,71383,169.50632911392404,0.17372483644565231
TATAPOWER,2015,270.0,14048,40607,20260,75185,44726,3323,3445,23692,75185,150.3962962962963,0.1904369222584292
TATAPOWER,2016,270.0,11363,38849,19575,70057,36414,1345,11785,20513,70057,143.88518518518518,0.16605050173430208
TATAPOWER,2017,270.0,12944,48815,20799,82829,46595,2178,11873,22184,82829,180.7962962962963,0.15953349672216252
TATAPOWER,2018,270.0,16129,48589,16903,81892,44656,1653,12429,23154,81892,179.95925925925926,0.20025155082303522
TATAPOWER,2019,270.0,18035,48506,17262,84073,44305,2576,13542,23651,84073,179.65185185185186,0.21772745114364897
TATAPOWER,2020,270.0,19296,51936,18172,89674,47666,1612,14535,25861,89674,192.35555555555555,0.21819033387603987
TATAPOWER,2021,320.0,22003,46708,29625,98655,52179,3270,13149,30056,98655,145.9625,0.2262733769195682
TATAPOWER,2022,320.0,22122,51195,38913,112550,57389,4635,14160,36365,112550,159.984375,0.19939582407818748
TATAPOWER,2023,320.0,28468,52923,46386,128096,61747,5376,16670,44303,128096,165.384375,0.22473769672745442
TATAPOWER,2024,320.0,32036,53689,53010,139054,67210,11561,16316,43968,139054,167.778125,0.23268658219109123
TATAPOWER,2024,320.0,33360,58314,53137,145130,70167,14306,15441,45216,145130,182.23125,0.2320678012816096
TATAMOTORS,2013,638.0,36999,53716,76977,168330,55512,18454,8765,85600,168330,84.19435736677116,0.22359056614982475
TATAMOTORS,2014,644.0,64960,60642,92180,218426,69092,33263,10687,105385,218426,94.16459627329192,0.30034885956800017
TATAMOTORS,2015,644.0,55618,73610,107442,237315,88479,28640,15337,104858,237315,114.30124223602485,0.23707730231970167
TATAMOTORS,2016,679.0,78273,69360,114872,263184,107232,25919,23767,106266,263184,102.15022091310752,0.29998784120615235
TATAMOTORS,2017,679.0,57383,78604,135914,272580,95944,33699,20338,122600,272580,115.76435935198822,0.21300902487343165
TATAMOTORS,2018,679.0,94749,88950,142813,327192,121414,40034,20813,144932,327192,131.00147275405007,0.291657497738331
TATAMOTORS,2019,679.0,59500,106175,139349,305703,111234,31884,15771,146814,305703,156.36966126656847,0.196854463318973
TATAMOTORS,2020,720.0,62359,124788,132313,320179,127107,35622,16308,141141,320179,173.31666666666666,0.19701167159620087
TATAMOTORS,2021,766.0,54481,142131,144193,341570,138708,20964,24620,157278,341570,185.54960835509138,0.16174429838686066
TATAMOTORS,2022,766.0,43795,146449,138051,329061,138855,10251,29380,150575,329061,191.18668407310705,0.13541866097775185
TATAMOTORS,2023,766.0,44556,134113,155239,334674,132080,14274,26379,161941,334674,175.0822454308094,0.13542133538906517
TATAMOTORS,2024,766.0,84152,107262,177340,369521,121285,35698,22971,189566,369521,140.02872062663187,0.22980561321278087
TATAMOTORS,2024,736.0,100326,106549,183045,390656,157718,15526,33381,184031,390656,144.76766304347825,0.2586981897116645
